"","SAMPLEID","StationID","RefSamp","Reference","nt_habit_climbcling","nt_volt_semi","pt_BCG_att1i234b","nt_EPT","x_HBI"
"KS_Clint_0492_Rep1","KS_Clint_0492_Rep1","KS_MMI_Site021","No","Strs",20,4,5.882352941,9,5.714285714
"KS_Clint_0493_Rep1","KS_Clint_0493_Rep1","KS_MMI_Site021","No","Strs",18,3,0,10,5.223300971
"KS_Clint_0494_Rep1","KS_Clint_0494_Rep1","KS_MMI_Site021","No","Strs",14,2,0,12,5.425675676
"KS_Clint_0495_Rep1","KS_Clint_0495_Rep1","KS_MMI_Site021","No","Strs",17,4,0,9,5.316546763
"KS_Clint_0498_Rep1","KS_Clint_0498_Rep1","KS_MMI_Site021","No","Strs",20,5,2.564102564,13,5.389221557
"KS_Clint_0484_Rep1","KS_Clint_0484_Rep1","KS_MMI_Site021","No","Strs",12,2,8,4,5.520661157
"KS_Clint_0485_Rep1","KS_Clint_0485_Rep1","KS_MMI_Site021","No","Strs",21,2,2.777777778,13,5.387878788
"KS_Clint_0486_Rep1","KS_Clint_0486_Rep1","KS_MMI_Site021","No","Strs",18,2,0,12,5.458823529
"KS_Clint_0487_Rep1","KS_Clint_0487_Rep1","KS_MMI_Site021","No","Strs",16,6,0,8,5.611111111
"KS_Clint_0508_Rep1","KS_Clint_0508_Rep1","KS_MMI_Site021","No","Strs",14,5,0,6,6.171428571
"KS_Clint_0490_Rep1","KS_Clint_0490_Rep1","KS_MMI_Site021","No","Strs",16,3,3.333333333,13,5.2
"KS_Clint_0491_Rep1","KS_Clint_0491_Rep1","KS_MMI_Site021","No","Strs",10,2,5.263157895,4,5.208791209
"KS_Liz_3643_Rep1","KS_Liz_3643_Rep1","KS_MMI_Site022","Ref","BestRef",12,2,7.692307692,5,5.663865546
"KS_Clint_0469_Rep1","KS_Clint_0469_Rep1","KS_MMI_Site023","Other","SomeStrs",18,5,0,6,5.745614035
"KS_Clint_0470_Rep1","KS_Clint_0470_Rep1","KS_MMI_Site023","Other","SomeStrs",15,1,12.12121212,11,5.03125
"KS_Clint_0471_Rep1","KS_Clint_0471_Rep1","KS_MMI_Site023","Other","SomeStrs",25,7,10.25641026,14,5.353571429
"KS_Clint_0468_Rep1","KS_Clint_0468_Rep1","KS_MMI_Site023","Other","SomeStrs",16,3,6.896551724,6,5.148148148
"KS_Liz_3407_Rep1","KS_Liz_3407_Rep1","KS_MMI_Site024","Ref","BestRef",12,5,6.896551724,4,5.404255319
"KS_Liz_3346_Rep1","KS_Liz_3346_Rep1","KS_MMI_Site025","Other","Other",13,2,5.263157895,4,5.696035242
"KS_Clint_1366_Rep1","KS_Clint_1366_Rep1","KS_MMI_Site026","Strs","HighStrs",19,4,9.090909091,16,5.304
"KS_Clint_1365_Rep1","KS_Clint_1365_Rep1","KS_MMI_Site026","No","HighStrs",21,1,2.631578947,13,5.581280788
"KS_Liz_3234_Rep1","KS_Liz_3234_Rep1","KS_MMI_Site027","Other","SomeStrs",17,2,5.128205128,4,5.721973094
"KS_Liz_3615_Rep1","KS_Liz_3615_Rep1","KS_MMI_Site028","Strs","Strs",22,7,2.857142857,12,5.421245421
"KS_Clint_1969_Rep1","KS_Clint_1969_Rep1","KS_MMI_Site029","Strs","Strs",18,7,6.12244898,14,5.625
"KS_Clint_1966_Rep1","KS_Clint_1966_Rep1","KS_MMI_Site029","No","Strs",10,7,0,6,5.412280702
"KS_Clint_1968_Rep1","KS_Clint_1968_Rep1","KS_MMI_Site029","No","Strs",23,9,8.695652174,21,5.30212766
"KS_Clint_1965_Rep1","KS_Clint_1965_Rep1","KS_MMI_Site029","No","Strs",22,9,16.66666667,17,5.038043478
"KS_Clint_1967_Rep1","KS_Clint_1967_Rep1","KS_MMI_Site029","No","Strs",16,4,8.823529412,8,5.477272727
"KS_Liz_3639_Rep1","KS_Liz_3639_Rep1","KS_MMI_Site030","Ref","Ref",12,1,0,3,6.224913495
"KS_Liz_3293_Rep1","KS_Liz_3293_Rep1","KS_MMI_Site031","Other","Other",14,7,5.714285714,7,5.548571429
"KS_Liz_3391_Rep1","KS_Liz_3391_Rep1","KS_MMI_Site032","Other","SomeStrs",20,6,5.405405405,8,5.754054054
"KS_Liz_3281_Rep1","KS_Liz_3281_Rep1","KS_MMI_Site033","Strs","Strs",18,5,0,3,5.534013605
"KS_Liz_3194_Rep1","KS_Liz_3194_Rep1","KS_MMI_Site034","Strs","HighStrs",8,1,0,3,5.884297521
"KS_Liz_3353_Rep1","KS_Liz_3353_Rep1","KS_MMI_Site035","Strs","HighStrs",13,3,3.333333333,3,6.112244898
"KS_Liz_3583_Rep1","KS_Liz_3583_Rep1","KS_MMI_Site036","Strs","Strs",15,5,5.714285714,5,4.97
"KS_Clint_1345_Rep1","KS_Clint_1345_Rep1","KS_MMI_Site037","No","Ref",21,5,8.823529412,15,5.129943503
"KS_Clint_1349_Rep1","KS_Clint_1349_Rep1","KS_MMI_Site037","No","Ref",30,6,9.433962264,21,5.226027397
"KS_Clint_1348_Rep1","KS_Clint_1348_Rep1","KS_MMI_Site037","No","Ref",24,4,4.347826087,16,5.121621622
"KS_Clint_1344_Rep1","KS_Clint_1344_Rep1","KS_MMI_Site037","No","Ref",19,2,10.25641026,12,5.348837209
"KS_Clint_1357_Rep1","KS_Clint_1357_Rep1","KS_MMI_Site037","No","Ref",16,2,7.407407407,13,5.187898089
"KS_Clint_1364_Rep1","KS_Clint_1364_Rep1","KS_MMI_Site037","No","Ref",25,8,16.66666667,18,5.204620462
"KS_Clint_1350_Rep1","KS_Clint_1350_Rep1","KS_MMI_Site037","No","Ref",23,3,8.571428571,16,5.194312796
"KS_Clint_1360_Rep1","KS_Clint_1360_Rep1","KS_MMI_Site037","No","Ref",22,9,7.142857143,16,5.43452381
"KS_Clint_1362_Rep1","KS_Clint_1362_Rep1","KS_MMI_Site037","Ref","Ref",27,7,10,20,5.405633803
"KS_Clint_1346_Rep1","KS_Clint_1346_Rep1","KS_MMI_Site037","No","Ref",26,8,9.302325581,17,5.234449761
"KS_Clint_1342_Rep1","KS_Clint_1342_Rep1","KS_MMI_Site037","No","Ref",16,4,3.225806452,11,5.38150289
"KS_Clint_1347_Rep1","KS_Clint_1347_Rep1","KS_MMI_Site037","No","Ref",21,7,7.692307692,11,5.366336634
"KS_Clint_1343_Rep1","KS_Clint_1343_Rep1","KS_MMI_Site037","No","Ref",25,5,6,16,5.1
"KS_Clint_1356_Rep1","KS_Clint_1356_Rep1","KS_MMI_Site037","No","Ref",25,5,10.86956522,20,5.338557994
"KS_Clint_1341_Rep1","KS_Clint_1341_Rep1","KS_MMI_Site037","No","Ref",23,5,11.76470588,16,5.049019608
"KS_Clint_1363_Rep1","KS_Clint_1363_Rep1","KS_MMI_Site037","No","Ref",21,5,12.90322581,15,5.281767956
"KS_Clint_1359_Rep1","KS_Clint_1359_Rep1","KS_MMI_Site037","No","Ref",28,9,9.803921569,21,5.479108635
"KS_Clint_1361_Rep1","KS_Clint_1361_Rep1","KS_MMI_Site037","No","Ref",26,9,6.25,13,5.386363636
"KS_Clint_1358_Rep1","KS_Clint_1358_Rep1","KS_MMI_Site037","No","Ref",32,8,8.163265306,18,5.312684366
"KS_Clint_1353_Rep1","KS_Clint_1353_Rep1","KS_MMI_Site037","No","Ref",23,4,6.060606061,12,5.282758621
"KS_Clint_1354_Rep1","KS_Clint_1354_Rep1","KS_MMI_Site037","No","Ref",26,9,9.259259259,17,5.265957447
"KS_Clint_1355_Rep1","KS_Clint_1355_Rep1","KS_MMI_Site037","No","Ref",31,8,9.259259259,19,5.408637874
"KS_Clint_1351_Rep1","KS_Clint_1351_Rep1","KS_MMI_Site037","No","Ref",22,3,11.76470588,18,5.062222222
"KS_Clint_1352_Rep1","KS_Clint_1352_Rep1","KS_MMI_Site037","No","Ref",22,8,4.651162791,13,5.098360656
"KS_Liz_3089_Rep1","KS_Liz_3089_Rep1","KS_MMI_Site038","No","BestRef",6,2,10,1,5.64028777
"KS_Liz_3087_Rep1","KS_Liz_3087_Rep1","KS_MMI_Site038","No","BestRef",11,5,12.5,8,5.324561404
"KS_Liz_3091_Rep1","KS_Liz_3091_Rep1","KS_MMI_Site038","Ref","BestRef",10,4,12.5,7,5.017467249
"KS_Liz_3088_Rep1","KS_Liz_3088_Rep1","KS_MMI_Site038","No","BestRef",13,7,6.060606061,10,5.368663594
"KS_Liz_3607_Rep1","KS_Liz_3607_Rep1","KS_MMI_Site038","No","BestRef",18,9,9.090909091,10,5.209558824
"KS_Liz_3090_Rep1","KS_Liz_3090_Rep1","KS_MMI_Site038","No","BestRef",14,4,3.125,5,5.631313131
"KS_Liz_3348_Rep1","KS_Liz_3348_Rep1","KS_MMI_Site038","No","BestRef",9,4,11.11111111,7,4.52016129
"KS_Liz_3144_Rep1","KS_Liz_3144_Rep1","KS_MMI_Site039","Other","Other",12,3,0,1,6.612903226
"KS_Liz_3269_Rep1","KS_Liz_3269_Rep1","KS_MMI_Site040","Other","Other",18,4,5.405405405,9,5.356756757
"KS_Liz_3321_Rep1","KS_Liz_3321_Rep1","KS_MMI_Site041","Other","Other",27,9,12.24489796,17,4.974683544
"KS_Liz_3337_Rep1","KS_Liz_3337_Rep1","KS_MMI_Site042","Other","Other",9,0,0,1,6.395604396
"KS_Clint_1706_Rep1","KS_Clint_1706_Rep1","KS_MMI_Site043","No","Strs",11,3,6.896551724,6,5.472972973
"KS_Clint_1710_Rep1","KS_Clint_1710_Rep1","KS_MMI_Site043","Strs","Strs",19,5,0,5,5.690909091
"KS_Clint_1708_Rep1","KS_Clint_1708_Rep1","KS_MMI_Site043","No","Strs",18,2,4.347826087,8,5.359477124
"KS_Clint_1707_Rep1","KS_Clint_1707_Rep1","KS_MMI_Site043","No","Strs",15,3,5.263157895,5,5.290780142
"KS_Clint_1709_Rep1","KS_Clint_1709_Rep1","KS_MMI_Site043","No","Strs",16,3,3.571428571,7,5.767241379
"KS_Liz_3338_Rep1","KS_Liz_3338_Rep1","KS_MMI_Site044","Ref","Ref",12,2,5.555555556,11,5.246153846
"KS_Liz_3464_Rep1","KS_Liz_3464_Rep1","KS_MMI_Site045","Ref","BestRef",13,2,3.448275862,3,5.641176471
"KS_Clint_2036_Rep1","KS_Clint_2036_Rep1","KS_MMI_Site046","Other","Other",29,8,7.692307692,19,5.15282392
"KS_Clint_2040_Rep1","KS_Clint_2040_Rep1","KS_MMI_Site046","Other","Other",21,5,18.91891892,13,4.968152866
"KS_Clint_2038_Rep1","KS_Clint_2038_Rep1","KS_MMI_Site046","Other","Other",23,6,8.333333333,12,5.48880597
"KS_Clint_2033_Rep1","KS_Clint_2033_Rep1","KS_MMI_Site046","Other","Other",29,8,8.771929825,20,5.167235495
"KS_Clint_2037_Rep1","KS_Clint_2037_Rep1","KS_MMI_Site046","Other","Other",27,9,11.11111111,17,4.865671642
"KS_Clint_2041_Rep1","KS_Clint_2041_Rep1","KS_MMI_Site046","Other","Other",24,4,9.302325581,17,5.092651757
"KS_Clint_2034_Rep1","KS_Clint_2034_Rep1","KS_MMI_Site046","Other","Other",24,7,9.523809524,17,5.181518152
"KS_Clint_2035_Rep1","KS_Clint_2035_Rep1","KS_MMI_Site046","Other","Other",27,7,14.81481481,19,5.097014925
"KS_Clint_2039_Rep1","KS_Clint_2039_Rep1","KS_MMI_Site046","Other","Other",25,6,6.666666667,16,5.500963391
"KS_Clint_1302_Rep1","KS_Clint_1302_Rep1","KS_MMI_Site047","Strs","Strs",24,8,2.43902439,7,5.768361582
"KS_Clint_1301_Rep1","KS_Clint_1301_Rep1","KS_MMI_Site047","No","Strs",10,4,0,3,5.75210084
"KS_Clint_1303_Rep1","KS_Clint_1303_Rep1","KS_MMI_Site047","No","Strs",22,7,3.03030303,5,5.581818182
"KS_Liz_3172_Rep1","KS_Liz_3172_Rep1","KS_MMI_Site048","Strs","HighStrs",10,3,0,1,6.035460993
"KS_Clint_2050_Rep1","KS_Clint_2050_Rep1","KS_MMI_Site049","No","Strs",24,8,12.5,15,5.18115942
"KS_Clint_2055_Rep1","KS_Clint_2055_Rep1","KS_MMI_Site049","No","Strs",16,6,25,13,4.825136612
"KS_Clint_2052_Rep1","KS_Clint_2052_Rep1","KS_MMI_Site049","No","Strs",20,6,16.66666667,12,5.319047619
"KS_Clint_2053_Rep1","KS_Clint_2053_Rep1","KS_MMI_Site049","No","Strs",25,7,18.18181818,14,5.06097561
"KS_Clint_2051_Rep1","KS_Clint_2051_Rep1","KS_MMI_Site049","No","Strs",33,7,22.03389831,24,4.773195876
"KS_Clint_2072_Rep2","KS_Clint_2072_Rep2","KS_MMI_Site049","No","Strs",21,6,8.108108108,7,5.407272727
"KS_Clint_2061_Rep1","KS_Clint_2061_Rep1","KS_MMI_Site049","No","Strs",30,11,19.60784314,18,5.08988764
"KS_Clint_2056_Rep1","KS_Clint_2056_Rep1","KS_MMI_Site049","No","Strs",20,7,16.66666667,15,4.952830189
"KS_Liz_3081_Rep2","KS_Liz_3081_Rep2","KS_MMI_Site049","No","Strs",21,8,6.451612903,9,5
"KS_Clint_2054_Rep1","KS_Clint_2054_Rep1","KS_MMI_Site049","No","Strs",28,3,12.82051282,21,5.10619469
"KS_Clint_2065_Rep1","KS_Clint_2065_Rep1","KS_MMI_Site049","No","Strs",30,9,16.66666667,14,5.168831169
"KS_Liz_3080_Rep1","KS_Liz_3080_Rep1","KS_MMI_Site049","No","Strs",22,5,8.108108108,9,5.269886364
"KS_Clint_2063_Rep1","KS_Clint_2063_Rep1","KS_MMI_Site049","No","Strs",22,8,17.64705882,11,4.980237154
"KS_Clint_2068_Rep1","KS_Clint_2068_Rep1","KS_MMI_Site049","No","Strs",21,7,15.78947368,13,5.32218845
"KS_Liz_3079_Rep1","KS_Liz_3079_Rep1","KS_MMI_Site049","No","Strs",23,6,12.12121212,14,5.284122563
"KS_Liz_3078_Rep1","KS_Liz_3078_Rep1","KS_MMI_Site049","No","Strs",31,7,12.5,21,5.205970149
"KS_Liz_3077_Rep1","KS_Liz_3077_Rep1","KS_MMI_Site049","No","Strs",27,9,16.66666667,12,5.290849673
"KS_Clint_2059_Rep1","KS_Clint_2059_Rep1","KS_MMI_Site049","No","Strs",36,8,9.523809524,22,5.16011236
"KS_Clint_2060_Rep1","KS_Clint_2060_Rep1","KS_MMI_Site049","No","Strs",23,9,16.66666667,15,5.227758007
"KS_Clint_2072_Rep1","KS_Clint_2072_Rep1","KS_MMI_Site049","Strs","Strs",21,7,10,8,5.422222222
"KS_Clint_2057_Rep1","KS_Clint_2057_Rep1","KS_MMI_Site049","No","Strs",27,7,13.33333333,19,4.713114754
"KS_Clint_2067_Rep1","KS_Clint_2067_Rep1","KS_MMI_Site049","No","Strs",26,10,12.5,14,5.195061728
"KS_Clint_2064_Rep1","KS_Clint_2064_Rep1","KS_MMI_Site049","No","Strs",28,8,12.76595745,19,5.264705882
"KS_Clint_2062_Rep1","KS_Clint_2062_Rep1","KS_MMI_Site049","No","Strs",29,11,18.75,15,5.366972477
"KS_Clint_2073_Rep1","KS_Clint_2073_Rep1","KS_MMI_Site049","No","Strs",18,3,21.73913043,10,5.467153285
"KS_Clint_2066_Rep1","KS_Clint_2066_Rep1","KS_MMI_Site049","No","Strs",24,9,11.11111111,12,5.341040462
"KS_Clint_2058_Rep1","KS_Clint_2058_Rep1","KS_MMI_Site049","No","Strs",21,5,20,17,4.418079096
"KS_Clint_2070_Rep1","KS_Clint_2070_Rep1","KS_MMI_Site049","No","Strs",25,6,13.33333333,10,5.381818182
"KS_Liz_3081_Rep1","KS_Liz_3081_Rep1","KS_MMI_Site049","No","Strs",17,5,6.451612903,8,5.242537313
"KS_Clint_2069_Rep1","KS_Clint_2069_Rep1","KS_MMI_Site049","No","Strs",25,8,9.523809524,13,5.374647887
"KS_Clint_2071_Rep1","KS_Clint_2071_Rep1","KS_MMI_Site049","No","Strs",23,6,8.510638298,7,5.236363636
"KS_Liz_3068_Rep1","KS_Liz_3068_Rep1","KS_MMI_Site050","No","Ref",22,5,6.666666667,11,5.562211982
"KS_Liz_3067_Rep1","KS_Liz_3067_Rep1","KS_MMI_Site050","No","Ref",21,6,14.89361702,11,5.115207373
"KS_Liz_3071_Rep1","KS_Liz_3071_Rep1","KS_MMI_Site050","Ref","Ref",25,6,12.24489796,15,5.009090909
"KS_Liz_3070_Rep1","KS_Liz_3070_Rep1","KS_MMI_Site050","No","Ref",12,4,7.407407407,5,5.366834171
"KS_Liz_3069_Rep1","KS_Liz_3069_Rep1","KS_MMI_Site050","No","Ref",19,8,2.564102564,8,5.694835681
"KS_Liz_3258_Rep1","KS_Liz_3258_Rep1","KS_MMI_Site051","Ref","Ref",20,7,13.88888889,7,5.156976744
"KS_Liz_3649_Rep1","KS_Liz_3649_Rep1","KS_MMI_Site053","No","BestRef",16,6,9.375,8,5.194871795
"KS_Liz_3650_Rep1","KS_Liz_3650_Rep1","KS_MMI_Site053","Ref","BestRef",19,7,9.677419355,8,5.24852071
"KS_Liz_3650_Rep2","KS_Liz_3650_Rep2","KS_MMI_Site053","No","BestRef",19,8,7.692307692,9,5.195
"KS_Liz_3488_Rep1","KS_Liz_3488_Rep1","KS_MMI_Site054","Strs","Strs",14,1,0,3,6.598853868
"KS_Clint_2045_Rep1","KS_Clint_2045_Rep1","KS_MMI_Site055","No","HighStrs",23,4,2.272727273,10,5.489361702
"KS_Clint_2049_Rep1","KS_Clint_2049_Rep1","KS_MMI_Site055","No","HighStrs",30,7,4,7,5.64084507
"KS_Clint_2047_Rep1","KS_Clint_2047_Rep1","KS_MMI_Site055","No","HighStrs",32,9,7.547169811,10,5.462162162
"KS_Clint_2048_Rep1","KS_Clint_2048_Rep1","KS_MMI_Site055","Strs","HighStrs",32,8,5.660377358,11,5.533185841
"KS_Clint_2046_Rep1","KS_Clint_2046_Rep1","KS_MMI_Site055","No","HighStrs",29,9,3.921568627,9,5.385650224
"KS_Liz_3456_Rep1","KS_Liz_3456_Rep1","KS_MMI_Site057","Strs","Strs",17,6,4.87804878,5,5.47
"KS_Liz_3613_Rep1","KS_Liz_3613_Rep1","KS_MMI_Site058","Strs","Strs",17,2,12.12121212,7,5.422885572
"KS_Liz_3253_Rep1","KS_Liz_3253_Rep1","KS_MMI_Site059","Other","SomeStrs",11,7,5.263157895,6,5.674418605
"KS_Liz_3205_Rep1","KS_Liz_3205_Rep1","KS_MMI_Site062","Other","SomeStrs",12,1,0,3,5.86122449
"KS_Liz_3203_Rep1","KS_Liz_3203_Rep1","KS_MMI_Site062","Other","SomeStrs",21,4,0,14,5.519138756
"KS_Liz_3204_Rep1","KS_Liz_3204_Rep1","KS_MMI_Site062","Other","SomeStrs",15,3,0,0,6.127906977
"KS_Liz_3244_Rep1","KS_Liz_3244_Rep1","KS_MMI_Site063","Strs","Strs",10,4,3.571428571,5,5.18404908
"KS_Clint_2044_Rep1","KS_Clint_2044_Rep1","KS_MMI_Site064","Strs","HighStrs",23,5,6.25,8,5.579399142
"KS_Clint_2043_Rep1","KS_Clint_2043_Rep1","KS_MMI_Site064","No","HighStrs",25,6,2.564102564,9,5.496062992
"KS_Clint_2042_Rep1","KS_Clint_2042_Rep1","KS_MMI_Site064","No","HighStrs",20,7,2.325581395,5,5.506756757
"KS_Liz_3169_Rep1","KS_Liz_3169_Rep1","KS_MMI_Site065","Ref","BestRef",19,6,8.888888889,5,5.149425287
"KS_Liz_3383_Rep1","KS_Liz_3383_Rep1","KS_MMI_Site067","Other","Other",26,10,13.51351351,16,5.312997347
"KS_Liz_3341_Rep1","KS_Liz_3341_Rep1","KS_MMI_Site068","Strs","HighStrs",8,1,2.941176471,2,5.920100925
"KS_Liz_3297_Rep1","KS_Liz_3297_Rep1","KS_MMI_Site069","Strs","Strs",17,3,0,2,5.776744186
"KS_Liz_3540_Rep1","KS_Liz_3540_Rep1","KS_MMI_Site070","Ref","BestRef",21,4,16.66666667,13,5.304136253
"KS_Liz_3424_Rep1","KS_Liz_3424_Rep1","KS_MMI_Site071","Other","Other",26,4,4.347826087,15,5.496336996
"KS_Liz_3411_Rep1","KS_Liz_3411_Rep1","KS_MMI_Site072","Strs","HighStrs",5,2,0,0,5.811715481
"KS_Clint_0222_Rep1","KS_Clint_0222_Rep1","KS_MMI_Site073","Other","Other",8,1,0,2,5.525641026
"KS_Clint_0223_Rep1","KS_Clint_0223_Rep1","KS_MMI_Site073","Other","Other",13,2,0,3,5.781512605
"KS_Clint_0224_Rep1","KS_Clint_0224_Rep1","KS_MMI_Site073","Other","Other",12,4,4,4,5.450292398
"KS_Clint_1106_Rep1","KS_Clint_1106_Rep1","KS_MMI_Site074","Other","SomeStrs",23,3,8.888888889,13,5.224137931
"KS_Clint_1105_Rep1","KS_Clint_1105_Rep1","KS_MMI_Site074","Other","SomeStrs",22,5,6.382978723,12,5.328671329
"KS_Clint_1104_Rep1","KS_Clint_1104_Rep1","KS_MMI_Site074","Other","SomeStrs",22,7,4.347826087,14,5.312101911
"KS_Liz_3517_Rep1","KS_Liz_3517_Rep1","KS_MMI_Site075","Ref","BestRef",20,6,6.060606061,8,5.365853659
"KS_Liz_3557_Rep1","KS_Liz_3557_Rep1","KS_MMI_Site076","Strs","HighStrs",16,2,2.857142857,0,6.116607774
"KS_Liz_3085_Rep1","KS_Liz_3085_Rep1","KS_MMI_Site077","No","Ref",19,8,7.894736842,6,5.223880597
"KS_Liz_3084_Rep1","KS_Liz_3084_Rep1","KS_MMI_Site077","No","Ref",14,8,17.39130435,7,5.237588652
"KS_Liz_3083_Rep1","KS_Liz_3083_Rep1","KS_MMI_Site077","No","Ref",19,6,6.25,10,4.873517787
"KS_Liz_3082_Rep1","KS_Liz_3082_Rep1","KS_MMI_Site077","No","Ref",13,4,5,5,4.747211896
"KS_Liz_3086_Rep1","KS_Liz_3086_Rep1","KS_MMI_Site077","Ref","Ref",18,7,2.941176471,7,5.1
"KS_Clint_2074_Rep1","KS_Clint_2074_Rep1","KS_MMI_Site078","No","Strs",17,2,19.35483871,10,4.732510288
"KS_Clint_2075_Rep1","KS_Clint_2075_Rep1","KS_MMI_Site078","No","Strs",29,6,10.63829787,17,5.065420561
"KS_Clint_2078_Rep1","KS_Clint_2078_Rep1","KS_MMI_Site078","No","Strs",26,7,3.703703704,7,5.693333333
"KS_Clint_2077_Rep1","KS_Clint_2077_Rep1","KS_MMI_Site078","No","Strs",22,10,8.695652174,12,5.642487047
"KS_Clint_2076_Rep1","KS_Clint_2076_Rep1","KS_MMI_Site078","No","Strs",35,7,8.333333333,18,5.195266272
"KS_Clint_2079_Rep1","KS_Clint_2079_Rep1","KS_MMI_Site078","Strs","Strs",25,5,6.818181818,11,5.053658537
"KS_Liz_3513_Rep1","KS_Liz_3513_Rep1","KS_MMI_Site079","Ref","Ref",16,5,8.333333333,5,5.203125
"KS_Clint_0108_Rep1","KS_Clint_0108_Rep1","KS_MMI_Site080","Other","SomeStrs",29,7,4.347826087,22,5.36
"KS_Clint_0101_Rep1","KS_Clint_0101_Rep1","KS_MMI_Site080","Other","SomeStrs",25,8,11.36363636,17,4.989130435
"KS_Clint_0107_Rep1","KS_Clint_0107_Rep1","KS_MMI_Site080","Other","SomeStrs",31,9,9.433962264,17,5.2875
"KS_Clint_0103_Rep1","KS_Clint_0103_Rep1","KS_MMI_Site080","Other","SomeStrs",26,9,6,15,5.363013699
"KS_Clint_0104_Rep1","KS_Clint_0104_Rep1","KS_MMI_Site080","Other","SomeStrs",13,3,22.72727273,12,4.481865285
"KS_Clint_0105_Rep1","KS_Clint_0105_Rep1","KS_MMI_Site080","Other","SomeStrs",22,6,11.11111111,18,5.051428571
"KS_Clint_0102_Rep1","KS_Clint_0102_Rep1","KS_MMI_Site080","Other","SomeStrs",21,5,2.631578947,6,5.428571429
"KS_Clint_0120_Rep1","KS_Clint_0120_Rep1","KS_MMI_Site080","Other","SomeStrs",21,9,10.25641026,14,5.028301887
"KS_Clint_0121_Rep1","KS_Clint_0121_Rep1","KS_MMI_Site080","Other","SomeStrs",24,8,7.5,15,5.206586826
"KS_Clint_0122_Rep1","KS_Clint_0122_Rep1","KS_MMI_Site080","Other","SomeStrs",21,3,6.060606061,14,5.259398496
"KS_Clint_0123_Rep1","KS_Clint_0123_Rep1","KS_MMI_Site080","Other","SomeStrs",21,5,9.677419355,14,5.271875
"KS_Clint_0124_Rep1","KS_Clint_0124_Rep1","KS_MMI_Site080","Other","SomeStrs",21,6,14.28571429,17,5.056497175
"KS_Clint_0125_Rep1","KS_Clint_0125_Rep1","KS_MMI_Site080","Other","SomeStrs",25,5,9.302325581,16,5.506289308
"KS_Clint_0126_Rep1","KS_Clint_0126_Rep1","KS_MMI_Site080","Other","SomeStrs",29,6,3.773584906,21,5.464088398
"KS_Clint_0127_Rep1","KS_Clint_0127_Rep1","KS_MMI_Site080","Other","SomeStrs",20,3,16.66666667,13,5.54973822
"KS_Clint_0128_Rep1","KS_Clint_0128_Rep1","KS_MMI_Site080","Other","SomeStrs",21,4,8.333333333,14,5.260162602
"KS_Clint_0129_Rep1","KS_Clint_0129_Rep1","KS_MMI_Site080","Other","SomeStrs",27,5,9.756097561,17,5.346938776
"KS_Clint_0130_Rep1","KS_Clint_0130_Rep1","KS_MMI_Site080","Other","SomeStrs",28,6,9.756097561,18,5.341772152
"KS_Clint_0130_Rep2","KS_Clint_0130_Rep2","KS_MMI_Site080","No","SomeStrs",26,10,5.128205128,17,5.438423645
"KS_Clint_0119_Rep1","KS_Clint_0119_Rep1","KS_MMI_Site080","Other","SomeStrs",26,6,8.510638298,17,5.581132075
"KS_Clint_0106_Rep1","KS_Clint_0106_Rep1","KS_MMI_Site080","Other","SomeStrs",28,7,11.36363636,20,5.123404255
"KS_Liz_3029_Rep1","KS_Liz_3029_Rep1","KS_MMI_Site080","Other","SomeStrs",28,9,16.66666667,18,5.235682819
"KS_Liz_3030_Rep1","KS_Liz_3030_Rep1","KS_MMI_Site080","Other","SomeStrs",19,3,21.42857143,15,4.919708029
"KS_Liz_3031_Rep1","KS_Liz_3031_Rep1","KS_MMI_Site080","Other","SomeStrs",17,3,9.090909091,13,5.119760479
"KS_Clint_0109_Rep1","KS_Clint_0109_Rep1","KS_MMI_Site080","Other","SomeStrs",28,10,8.695652174,16,5.270042194
"KS_Liz_3033_Rep1","KS_Liz_3033_Rep1","KS_MMI_Site080","Other","SomeStrs",16,4,9.375,12,5.185454545
"KS_Liz_3034_Rep1","KS_Liz_3034_Rep1","KS_MMI_Site080","Other","SomeStrs",18,2,3.448275862,14,5.618483412
"KS_Clint_0116_Rep1","KS_Clint_0116_Rep1","KS_MMI_Site080","Other","SomeStrs",29,9,13.46153846,18,5.254295533
"KS_Liz_3032_Rep1","KS_Liz_3032_Rep1","KS_MMI_Site080","Other","SomeStrs",24,3,13.88888889,16,5.184294872
"KS_Clint_0118_Rep1","KS_Clint_0118_Rep1","KS_MMI_Site080","Other","SomeStrs",35,10,9.615384615,22,5.126279863
"KS_Clint_0110_Rep1","KS_Clint_0110_Rep1","KS_MMI_Site080","Other","SomeStrs",26,4,8.510638298,16,5.475471698
"KS_Clint_0111_Rep1","KS_Clint_0111_Rep1","KS_MMI_Site080","Other","SomeStrs",24,7,6.666666667,16,5.066889632
"KS_Clint_0117_Rep1","KS_Clint_0117_Rep1","KS_MMI_Site080","Other","SomeStrs",30,9,10.20408163,19,5.26873385
"KS_Clint_0113_Rep1","KS_Clint_0113_Rep1","KS_MMI_Site080","Other","SomeStrs",29,10,9.615384615,19,5.167202572
"KS_Clint_0114_Rep1","KS_Clint_0114_Rep1","KS_MMI_Site080","Other","SomeStrs",22,7,12.19512195,17,5.116465863
"KS_Clint_0115_Rep1","KS_Clint_0115_Rep1","KS_MMI_Site080","Other","SomeStrs",22,5,11.11111111,15,4.886029412
